SBST18N,state,AGGFLG18,SBSTA18N,SBST18,SBSTAG18,county,SBSTFG18
Northern,55,0,,3,,3,1
Western,55,0,,6,,5,1
Northern,55,0,,3,,7,1
Northeastern,55,0,,2,,9,1
Western,55,0,,6,,11,1
Western,55,0,,6,,13,1
Northeastern,55,0,,2,,15,1
Western,55,0,,6,,17,1
Western,55,0,,6,,19,1
Southern,55,0,,5,,21,1
Southern,55,0,,5,,23,1
Southern,55,0,,5,,25,1
Southern,55,0,,5,,27,1
Northeastern,55,0,,2,,29,1
Western,55,0,,6,,31,1
Western,55,0,,6,,33,1
Western,55,0,,6,,35,1
Northern,55,0,,3,,37,1
Northeastern,55,0,,2,,39,1
Northern,55,0,,3,,41,1
Southern,55,0,,5,,43,1
Southern,55,0,,5,,45,1
Northeastern,55,0,,2,,47,1
Southern,55,0,,5,,49,1
Northern,55,0,,3,,51,1
Western,55,0,,6,,53,1
Southeastern,55,0,,4,,55,1
Southern,55,0,,5,,57,1
Southeastern,55,0,,4,,59,1
Northeastern,55,0,,2,,61,1
Western,55,0,,6,,63,1
Southern,55,0,,5,,65,1
Northern,55,0,,3,,67,1
Northern,55,0,,3,,69,1
Northeastern,55,0,,2,,71,1
Northern,55,0,,3,,73,1
Northeastern,55,0,,2,,75,1
Northeastern,55,0,,2,,77,1
Northeastern,55,0,,2,,78,1
Milwaukee,55,0,,1,,79,1
Western,55,0,,6,,81,1
Northeastern,55,0,,2,,83,1
Northern,55,0,,3,,85,1
Northeastern,55,0,,2,,87,1
Southeastern,55,0,,4,,89,1
Western,55,0,,6,,91,1
Western,55,0,,6,,93,1
Western,55,0,,6,,95,1
Northern,55,0,,3,,97,1
Northern,55,0,,3,,99,1
Southeastern,55,0,,4,,101,1
Southern,55,0,,5,,103,1
Southern,55,0,,5,,105,1
Western,55,0,,6,,107,1
Western,55,0,,6,,109,1
Southern,55,0,,5,,111,1
Northern,55,0,,3,,113,1
Northeastern,55,0,,2,,115,1
Northeastern,55,0,,2,,117,1
Northern,55,0,,3,,119,1
Western,55,0,,6,,121,1
Southern,55,0,,5,,123,1
Northern,55,0,,3,,125,1
Southeastern,55,0,,4,,127,1
Western,55,0,,6,,129,1
Southeastern,55,0,,4,,131,1
Southeastern,55,0,,4,,133,1
Northeastern,55,0,,2,,135,1
Northeastern,55,0,,2,,137,1
Northeastern,55,0,,2,,139,1
Northern,55,0,,3,,141,1
Judicial District 2,56,0,,2,,1,1
Judicial District 5,56,0,,5,,3,1
Judicial District 6,56,0,,6,,5,1
Judicial District 2,56,0,,2,,7,1
Judicial District 8,56,0,,8,,9,1
Judicial District 6,56,0,,6,,11,1
Judicial District 9,56,0,,9,,13,1
Judicial District 8,56,0,,8,,15,1
Judicial District 5,56,0,,5,,17,1
Judicial District 4,56,0,,4,,19,1
Judicial District 1 (Laramie),56,0,,1,,21,1
Judicial District 3,56,0,,3,,23,1
Judicial District 7 (Natrona),56,0,,7,,25,1
Judicial District 8,56,0,,8,,27,1
Judicial District 5,56,0,,5,,29,1
Judicial District 8,56,0,,8,,31,1
Judicial District 4,56,0,,4,,33,1
Judicial District 9,56,0,,9,,35,1
Judicial District 3,56,0,,3,,37,1
Judicial District 9,56,0,,9,,39,1
Judicial District 3,56,0,,3,,41,1
Judicial District 5,56,0,,5,,43,1
Judicial District 6,56,0,,6,,45,1
