STATEFP,NAME,latitude,longitude
39,Ohio,41.634463927820896,-81.48868273340901
39,Ohio,41.649148,-81.466038
39,Ohio,41.707144,-81.388632
39,Ohio,41.760242999999996,-81.286925
39,Ohio,41.786671,-81.18436799999999
39,Ohio,41.839557,-81.05192
39,Ohio,41.849172466437594,-81.0022694065175
39,Ohio,41.868911999999995,-80.900342
39,Ohio,41.909635,-80.800794
39,Ohio,41.957609999999995,-80.581882
39,Ohio,41.977523,-80.519425
39,Ohio,41.8495629905593,-80.5193967266905
39,Ohio,41.669767,-80.519357
39,Ohio,41.499924051206,-80.5191767503534
39,Ohio,41.4890121901546,-80.5191651698956
39,Ohio,41.333502144193595,-80.5190001313643
39,Ohio,41.232555999999995,-80.51889299999999
39,Ohio,41.1333865025489,-80.519196690325
39,Ohio,41.1250935667958,-80.5192220860809
39,Ohio,40.9873926540058,-80.5196437725473
39,Ohio,40.906661,-80.519891
39,Ohio,40.9003239342489,-80.5198697076862
